nombre_plato,ingredientes,precio,kcal,proteinas,hidratos,grasas,peso,alergenos,is_vegetariano,is_vegano,is_keto,bajo_en_calorias,es_postre,de_cuchara,alto_proteina,sin_lactosa,is_gourmet,para_diabeticos,sin_gluten,congelar
Salchichas Frescas al Vino con Brócoli,"Cerdo 36.86%, Brócoli 23.90%, Cebolla, Vino, Champiñón, Agua, Aceite de Oliva, Mantequilla (LÁCTEOS), Ajo, Sal, Pimienta Negra y Laurel",6.65,75.4,2.3,2.1,5.2,380.0,LÁCTEOS,False,False,False,True,False,False,False,False,True,True,True,True
Salteado de Carne y Pimientos Verdes,"Cerdo 38.11%, Cebolla, Pimiento 26.68%, Soja (SOJA), Almendra (FRUTOS DE CÁSCARA), Mantequilla (LÁCTEOS), Aceite de Oliva, Ajo, Sal, Roast Pork y Pimienta Blanca",6.65,112.0,9.1,1.9,7.1,380.0,"SOJA, FRUTOS DE CÁSCARA, LÁCTEOS",False,False,True,False,False,False,False,False,True,True,True,False
Solomillo al Roquefort con Champiñones,"Cerdo 42.35%, Champiñones 30.63%, leche Sin Lactosa (LÁCTEOS), Cebolla, Nata (LÁCTEOS), Queso Roquefort 3.90% (LÁCTEOS), Aceite de Oliva, Harina de maiz y Sal",8.2,186.0,19.4,1.5,11.2,380.0,LÁCTEOS,False,False,True,False,False,False,True,False,True,False,True,False
Solomillo con Setas del Bosque y reducción de Pedro Ximénez,"Cerdo 39.93%, Agua, Ajo, Sal y Pimienta Negra, Aceite de Oliva, Cebolla, Setas, Vino 10.11%, Harina de maiz, Champiñón y Pasas",9.25,160.0,14.4,3.9,8.4,380.0,,False,False,True,False,False,False,True,True,True,True,False,False
Tarta de Queso Keto,"Nata (LÁCTEOS), Queso 30.74% (LÁCTEOS), Frutos del Bosque, Huevo (HUEVO), Edulcorante Líquido, Eritritol y Extracto de Limón",4.65,162.0,6.5,3.8,12.9,180.0,"HUEVO, LÁCTEOS",True,False,True,False,True,False,False,False,True,True,True,False
Ternera a la Jardinera,"Ternera 40.52%, Agua, Zanahoria, Guisantes, Vino, Sal, Coliflor, Judías Verdes, Aceite de Oliva, Cebolla, Pimiento, Caldo de Carne, Pimienta Blanca",7.35,95.8,10.8,2.6,4.2,380.0,,False,False,False,True,False,False,True,True,True,True,True,True
Tortilla Keto con Bacon,"Huevo (HUEVO), Cerdo 13.25%, Cebolla, Mantequilla (HUEVO) y Sal",4.55,298.0,11.6,0.6,27.7,200.0,HUEVO,False,False,True,False,False,False,False,False,False,True,True,False
Tortilla Keto con Chorizo,"Huevo (HUEVO), Chorizo 10.22%, Cebolla, Mantequillal (HUEVO) y Sal",4.55,225.0,11.6,1.2,19.3,200.0,HUEVO,False,False,True,False,False,False,False,False,False,True,True,False
Tortitas Keto o Cetogénicas,"Almendra (FRUTOS DE CÁSCARA), Agua, Huevo (HUEVO), Mantequilla (LÁCTEOS), Levadura, Sal, Sésamo(SÉSAMO) y Goma Xantana",4.15,150.0,8.4,1.3,11.9,200.0,"HUEVO, SÉSAMO, FRUTOS DE CÁSCARA",True,False,True,False,False,False,False,False,False,True,True,False
Ensalada de Pasta,"Pasta 32.63% (GLUTEN), Atún (PESCADO), Maíz, Huevo (HUEVO), Zanahoria, Cebolla, Aceite de Oliva, Vinagre y Sal",4.95,155.0,5.6,19.0,6.0,320.0,"HUEVO, PESCADO, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Salmorejo Cordobés,"Tomate, Aceite de Oliva Virgen Extra, Pan, Ajo, Vinagre y una pizca de Sal",4.95,105.0,1.0,5.1,8.8,380.0,gluten,True,True,False,False,False,True,False,True,True,True,False,False
Salmorejo de Manzana,"Tomate, Aceite de Oliva Virgen Extra, Manzana, Ajo y una pizca de Sal",4.95,105.0,1.0,5.1,8.8,380.0,,True,True,False,False,False,False,False,True,True,True,True,True
Tortilla de Patatas Rellena de Jamón York y Queso cremoso,"Patata 36.17%, Huevo (HUEVO), Cebolla, leche Sin Lactosa (LÁCTEOS) , Jamón York 6.4%, Queso 2.39% (LÁCTEOS), Mayonesa (HUEVO), Aceite de Oliva, Sal y Caldo de Verduras",5.95,145.0,7.2,7.4,9.4,380.0,"HUEVO, LÁCTEOS",False,False,False,False,False,False,False,False,False,False,True,False
Pimientos del Piquillo Rellenos de Atún  +GRANDE,"Pimientos del Piquillo 28.70%, Tomate, Atún (PESCADO) 17.33%, Cebolla, Pimiento, Agua, Aceite de Oliva, Paté de Hígado, Harina de maiz, Sal y Pimienta",7.35,90.3,3.5,4.2,6.4,480.0,PESCADO,False,False,False,True,False,False,False,True,True,True,True,True
Pisto +GRANDE,"Cebolla, Patatas, Tomate, Sal, Aceite de Oliva, Pimiento, Calabacín, Berenjenas y Pimienta Blanca",6.95,89.3,2.7,8.4,4.1,480.0,,True,True,False,True,False,False,False,True,False,True,True,True
Solomillo con Setas del Bosque y reducción de Pedro Ximénez +GRANDE,"Cerdo 39.93%, Agua, Ajo, Sal y Pimienta Negra, Aceite de Oliva, Cebolla, Setas, Vino 10.11%, Harina de maiz, Champiñón y Pasas",10.25,160.0,14.4,3.9,8.4,480.0,,False,False,True,False,False,False,True,True,True,True,True,True
Solomillo en Salsa con Manzanas y Pasas +GRANDE,"Cerdo 47.28%, Manzanas 25.019%, Agua, Vino, Pasas 2.21%, Cebolla, Margarina, Aceite de Oliva, Harina de maiz, Vino, Limón, Caldo de Carne, Sal y Pimienta Blanca",9.25,193.0,13.0,9.8,10.7,480.0,,False,False,False,False,False,False,True,True,True,True,False,True
Albóndigas de Pollo con Pasta +GRANDE,"Pollo 28.05%, Tomate, Cebolla, Agua, Espaguetis(GLUTEN) 7.61%, Pan, Aceite de Oliva, Zanahoria, Huevo (HUEVO), Tomate, Ajo, Roast Pork, Azúcar, Sal, Orégano y Pimienta Negra",7.25,111.0,4.7,10.5,5.3,480.0,"HUEVO, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Albóndigas de Pollo con Tomate +GRANDE,"Pollo 31.85%, Cebolla, Zanahoria, Ajo, Huevo (HUEVO), Sal, leche Sin Lactosa(LÁCTEOS), Aroma de Carne, Pan (GLUTEN), Tomate 26.36%, Cebolla, Vino, Pimienta, Ajo, Aceite de Oliva y Sal",7.15,72.3,5.9,6.4,2.3,480.0,"HUEVO, GLUTEN, LÁCTEOS",False,False,False,True,False,False,False,False,False,True,False,False
Espaguetis a la Carbonara +GRANDE,"Nata 32.38% (LÁCTEOS), Sémola de trigo 27.18% (GLUTEN), leche  Sin Lactosa(LÁCTEOS), Cerdo, Cebolla, Aceite de Oliva, Sal y Pimienta Blanca",6.65,230.0,4.8,11.2,18.7,480.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,False,False,False,False,False
Estofado de Cerdo con Tomate +GRANDE,"Cerdo 53.88%, Tomate 21.35%, Agua, Cebolla, Vino, Zanahoria, Pimiento, Aceite de Oliva, Sal, Ajo, Pimienta Negra y Laurel",7.45,116.0,12.2,1.9,6.2,480.0,,False,False,True,False,False,True,True,True,False,True,True,True
Lomo Jugoso en Salsa al Whisky con Patatas +GRANDE,"Cerdo 51.32%, Patata 25.27%, Agua, Aceite de Oliva, Cebolla, Ajo, Whisky 1.36%, Limón, Vino, Caldo de Carne, Roast Pork, Sal y Pimienta",8.15,166.0,6.4,5.2,11.4,480.0,,False,False,False,False,False,False,False,True,False,False,True,False
Arroz Basmati de guarnición,"Arroz 39.37%, Agua, Sal, Aceite de Oliva y Ajo.",3.8,116.0,2.3,25.9,0.2,300.0,,True,True,False,False,False,False,False,True,False,True,True,False
Calabacines Rellenos con Heura,"Agua, Concentrado de Proteína de Guisante, Aceite de Oliva, Aromas, Concentrado (Remolacha, Zanahoria, Manzana, Pimentón, Rábano e Hibisco), Fibra Vegetal, Metilcelulosa, Antioxidante, Hierro y Vitamina B12) 25.14%, Calabacín 12.57%, Cebolla, Tomate, leche de Soja (SOJA), Vino, Aceite de Oliva, Patata, Pimiento, Zanahoria, Harina de maiz, Ajo, Sal, Pimienta y Nuez Mosada",6.25,127.0,6.9,3.6,8.6,380.0,SOJA,True,False,False,False,False,False,False,False,True,True,True,False
Curry de Heura con Arroz Basmati,"Agua, Concentrado de Proteína de Soja (SOJA), Aceite de Oliva, Sal, Aromas, Especias y Vitamina B12, Arroz 12.16%, leche de Soja (SOJA), leche de Coco, Cebolla, Aceite de Oliva, Tomate, Zumo de Limón, Curry Amarillo 0.68%, Sal, Comino, Pimentón Picante, Canela, Colorante Alimentario y Pimienta Negra",4.85,169.0,8.7,13.3,8.8,380.0,SOJA,True,True,False,False,False,False,False,True,False,True,True,True
El libro gordo del ahorro de NoCocinoMas,,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,True,False,False,False,True,False,True,True,True
El libro gordo del ahorro de NoCocinoMas Especial Keto,,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,True,False,False,False,True,False,True,True,True
Espaguetis a la Boloñesa con Heura,"Agua, Concentrado de Proteína de Guisante, Aceite de Oliva, Aromas, Concentrado de, Zanahoria, Tomate, Pimentón, Metilcelulosa, Sémola de trigo 24.51% (GLUTEN), Hierro, Vitamina B12, Vino, Sal, Ajo, Remolacha, Aceite de Oliva, Cebolla, Manzana, Fibra Vegetal, Antioxidante, Orégano y Pimienta Negra, Apio (APIO)",6.45,214.0,5.9,10.5,16.1,380.0,"APIO, GLUTEN",True,True,False,False,False,False,False,True,False,False,False,False
Guía impresa - Primera Semana Keto,,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,True,False,False,False,True,False,False,True,True
Guía impresa - Segunda Semana Keto,,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,True,False,False,False,True,False,False,True,True
Guía impresa - Tercera Semana Keto,,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,True,False,False,False,True,False,False,True,True
Hamburguesa de Heura con Cebolla Caramelizada y Patatas,"Patata  40.12%, Agua, Concentrado de Proteína de Guisante, Aceite de Oliva, Grasa de Karité, Aromas, Ajo, Mostaza (MOSTAZA), Antioxidante, Aceite de Oliva 0.52%, Jarabe de Arce, Zanahoria, Remolacha, Fibra Vegetal, Vinagre, Sal, Pimienta, Comino, Estabilizante, Azúcar, Pimiento, Cilantro, Cebolla 10.47%, Manzana, Vino, Mermelada, Pimentón, Hierro, Vitamina B12, Salsa BBQ",6.45,98.8,6.3,10.6,3.0,380.0,MOSTAZA,True,True,False,True,False,False,False,True,False,False,True,False
Heura a la Peruana con Puré de Patatas,"Agua, concentrado de Proteína de Soja (SOJA), Aceite de Oliva, Sal, Aromas, Especias, Vitamina B12, Patata 30.47%, Agua, Vino, Mostaza (MOSTAZA), Aceite de Oliva, leche de Soja (SOJA), Zumo de Limón, Harina de maiz, Sal, Comino, Ajo, Tomillo y Orégano, Pimienta Negra",6.45,129.0,9.4,7.9,6.0,380.0,"SOJA, MOSTAZA",True,False,False,False,False,False,False,False,True,False,False,False
Nuggets de Heura con Patatas,"Agua, Concentrado de Proteína de Soja (SOJA), Harina de Arroz, Aceite de Nabina, Aroma, Harina de Maíz, Almidones de Patata, Maíz, Aceite de Oliva, Estabilizante, Fibras Vegetales, Sal, Dextrosa, Patatas 43.75% y Aceite de Oliva",4.95,145.0,7.8,14.1,4.6,380.0,SOJA,True,True,False,False,False,False,False,True,False,False,False,False
Patatas Gajo de guarnición,"Patatas 99.87%, Aceite de Oliva, Sal y Pimienta Negra",3.8,312.0,3.4,41.0,15.0,300.0,,True,True,False,False,False,False,False,True,False,False,True,False
Tacos de Heura (incluye tortillas),"Agua, Concentrado de Proteína de Guisante, Aceite de Oliva, Aromas, Ajo, Antioxidante, Pimiento, Rábano, Hibisco, Tomate, Metilcelulosa, Remolacha, Fibra Vegetal, Zanahoria,  Manzana, Jalapeños, Comino, Pimentón, Sal, Hierro, Vitamina B12, Orégano, Pimiento, Cayena, Cebolla, Pimentón Dulce y Tabasco",6.95,135.0,11.1,4.4,7.6,380.0,,True,True,True,False,False,False,True,True,False,True,True,True
Callos a la Madrileña con Garbanzos,"Ternera 43.86%, Garbanzos 18.71%, Agua, Cebolla, Jamón, Chorizo, Pimiento Choricero, Morcilla, Aceite de Oliva, Ajo, Sal, Cayena, Pimienta Negra y Laurel",6.65,150.0,9.2,5.2,9.5,380.0,,False,False,False,False,False,True,False,True,True,True,True,True
Cocido Madrileño,"Agua, Garbanzos 30.62%, Patatas, Cerdo, Pollo, Col, Zanahoria, Cebolla, Chorizo, Morcilla, Aceite de Oliva, Caldo de Carne, Sal y Hueso de Jamón",5.95,101.0,6.2,6.3,5.3,380.0,,False,False,False,False,False,True,False,True,False,False,True,False
Espinacas con Garbanzos,"Espinacas 62.20%, Garbanzos, 31.10%, Aceite de Oliva, Pan (GLUTEN), Ajo, Pimentón, Sal y Comino",5.85,78.0,3.7,5.5,4.1,380.0,GLUTEN,True,True,False,True,False,False,False,True,False,True,False,False
Fabada Asturiana Casera,"Agua, Fabes 12.84%, Cerdo, Lacon, Chorizo Asturiano, Morcilla Asturiana, Aceite de Oliva y Pimentón Dulce",6.25,156.0,8.3,9.4,8.2,380.0,LÁCTEOS,False,False,False,False,False,True,False,True,True,False,True,True
Garbanzos con Langostinos y Chorizo,"Garbanzos 42.18%, Langostino (CRUSTÁCEOS) 20.46%, Agua, Chorizo 5.30%, Cebolla, Pimiento, Tomate, Vino, Aceite de Oliva, Sal, Harina de maiz, Caldo de Carne, Ajo y Perejil",6.35,152.0,7.0,7.6,9.5,380.0,CRUSTÁCEOS,False,False,False,False,False,True,False,True,False,False,False,False
Garbanzos con Verduras,"Garbanzos 20.50, Pimiento 13.45%, Cebolla, 11.53%, Zanahoria 9.81%, Agua, Tomate 9.06%, Calabaza 7.69%, Judías Verdes 6.41%, Calabacín 5.68%, Patata 2.56%, Aceite de Oliva, Ajo, Caldo de Verduras y Pimentón Dulce",5.55,92.6,4.5,10.4,2.9,380.0,,True,True,False,True,False,True,False,True,False,True,True,False
Judías Blancas con Chorizo,"Alubias Blancas 36.26%, Agua, Patata, Cebolla, Chorizo 7.93%, Pimiento, Zanahoria, Aceite de Oliva, Ajo, Sal y Pimentón Dulce",5.95,91.1,5.4,10.7,2.4,380.0,,False,False,False,True,False,True,False,True,False,True,True,False
Judías Pintas con Verduritas y Jamón Serrano,"Judías Pintas 39.96%, Agua, Jamón 12.65%, Zanahoria 5.20%, Cebolla 5.05%, Tomates 3.29, Pimiento 5,5%, Aceite de Oliva, Ajo, Pimentón dulce, Sal, Pimienta Blanca y Laurel",6.55,99.6,6.7,8.9,3.6,380.0,,False,False,False,True,False,True,False,True,False,True,True,True
Lentejas con Verduras,"Agua, Lentejas 13.61%, Patata 10.20%, Zanahoria 7.99%, Cebolla 6.80%, Calabaza 5.44%, Tomate 4.08%, Pimiento 6.80%, Puerro 2.72%, Aceite de Oliva, Caldo de Verduras, Ajo y Pimentón Dulce",5.55,73.7,4.0,8.2,2.0,380.0,,True,True,False,True,False,True,False,True,False,True,True,False
Lentejas Riojanas,"Agua, Lentejas 18.25%, Patata, Chorizo 10.48%, Zanahoria, Cebolla, Pimiento, Aceite de Oliva, Sal, Pimentón Dulce y Laurel",5.55,94.4,6.3,9.3,2.8,380.0,,False,False,False,True,False,True,False,True,False,True,False,False
Marmitako de Atún,"Patatas, Agua, Atún 18.40% (PESCADO), Cebolla, Vino, Pimiento, Aceite de Oliva, caldo de Pescado, Sal, Ajo, Colorante, Pimienta Blanca y Laurel",6.15,66.9,3.8,6.1,2.2,380.0,PESCADO,False,False,False,True,False,True,False,True,False,True,True,False
Patatas a la Riojana,"Patatas 44.23%, Agua, Chorizo, Cebolla, Aceite de Oliva, Carne de Pimiento Choricero, Ajo, Caldo de Carne, Harina de maiz, Sal, Pimentón Picante y Laurel",5.85,75.5,2.7,6.8,4.0,380.0,,False,False,False,True,False,False,False,True,False,True,False,False
Patatas con Choco,"Patatas 39.34%, Chocos 23.60% (PESCADO), Agua, Cebolla, Tomate, Pimiento, Aceite de Oliva, Vino, Ajo, Sal, Caldo de Pescado (PESCADO), Harina de maiz y Colorante",5.95,69.5,3.9,6.6,2.8,380.0,PESCADO,False,False,False,True,False,False,False,True,False,True,False,False
Espinacas con Garbanzos +GRANDE,"Espinacas 62.20%, Garbanzos, 31.10%, Aceite de Oliva, Pan (GLUTEN), Ajo, Pimentón, Sal y Comino",6.85,78.0,3.7,5.5,4.1,480.0,GLUTEN,True,True,False,True,False,False,False,True,False,True,False,False
Judías Verdes Salteadas con Jamón +GRANDE,"Judías Verdes 71.40%, Cebolla, Jamón 9.06%, Aceite de Oliva, Ajo, Sal y Pimienta Blanca",6.45,69.3,3.5,3.9,3.7,480.0,,False,False,False,True,False,False,False,True,False,True,True,True
Pollo al Chilindrón +GRANDE,"Pollo 44%, Cebolla, Pimiento, Tomate, Jamón, Vino, Aceite de Oliva, Sal, Ajo, Pimentón Dulce, Pimienta Blanca y Perejil",7.85,119.0,16.0,2.6,4.6,480.0,,False,False,True,False,False,False,True,True,False,True,True,True
Canelones de Carne Gratinados,"Ternera 25.15%, Cerdo 25.15%, Aceite de Oliva, Cebolla, Zanahoria, Ajo, Bacon, Vino, Tomate, Sal, Caldo de Carne, Orégano, leche Sin Lactosa (LÁCTEOS), Agua, Sal, Aceite de Oliva, Nuez Moscada, Harina de maiz, Caldo de Carne, Canelónes (GLUTEN) y Queso Sin Lactosa. (LÁCTEOS)",6.55,133.0,7.3,10.3,6.8,380.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Canelones de Espinacas con Almendras y Roquefort,"Espinacas 33.84%, leche (LÁCTEOS), Agua, Sémola de trigo (GLUTEN), Nata (LÁCTEOS), Queso Sin Lactosa (LÁCTEOS), Aceite de Oliva, Queso Roquefort 2.63% (LÁCTEOS), Harina de maiz, Aceite de Oliva, Ajo, Almendra 0.75%, Sal, Nuez Moscada y Pimienta",5.65,170.0,4.7,15.8,9.7,380.0,"LÁCTEOS, GLUTEN",True,False,False,False,False,False,False,False,True,False,False,False
Canelones de Pisto,"Calabacín, Berenjena, Pimiento, Cebolla, Patata, leche sin lactosa (LÁCTEOS), Agua, Sémola de trigo (GLUTEN), Tomate, Aceite de Oliva, Queso sin lactosa (LÁCTEOS), Harina de maiz, Sal, Nuez Moscada, Azúcar y Pimienta Blanca",5.85,132.0,3.9,10.0,8.2,380.0,"LÁCTEOS, GLUTEN",True,False,False,False,False,False,False,False,False,False,False,False
Curry Verde de Tallarines y Langostinos,"Langostinos 18.42% (CRUSTÁCEOS), leche de Coco, Tallarines 14.97%, Calabacín, Zanahoria, Cebolla, Berenjenas, Tomates, Pimiento, Aceite de Oliva, Curry Verde 1.33%, Caldo de Verduras, Sal y Perejil",6.95,182.0,5.1,12.6,12.8,380.0,CRUSTÁCEOS,False,False,False,False,False,True,False,True,True,True,False,False
Espagueti al Pesto,"Leche Sin Lactosa 30.65% (LÁCTEOS) , Albahaca, Aceite de Oliva, Bacon, Queso (LÁCTEOS), Sal, Piñones, Anacardos (FRUTOS DE CÁSCARA), Ajo, Sémola de trigo 20.43% (GLUTEN) y Tomate",5.95,261.0,5.2,9.5,22.5,380.0,"LÁCTEOS, GLUTEN, FRUTOS DE CÁSCARA",False,False,False,False,False,False,False,False,True,False,False,False
Espaguetis a la Boloñesa,"Tomate, Sémola de trigo 23.85% (GLUTEN), Ternera 12.94%, Cerdo 12.94%, Cebolla, Vino, Aceite de Oliva, Apio (APIO), Zanahoria, Sal, Ajo, Orégano y Pimienta Negra",5.45,225.0,5.8,17.8,14.5,380.0,"APIO, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Espaguetis a la Carbonara,"Nata 32.38% (LÁCTEOS), Sémola de trigo 27.18% (GLUTEN), leche  Sin Lactosa(LÁCTEOS), Cerdo, Cebolla, Aceite de Oliva, Sal y Pimienta Blanca",5.65,230.0,4.8,11.2,18.7,380.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,False,False,False,False,False
Lasaña de Atún,"Sémola de trigo 21.54% (GLUTEN), leche sin lactosa (LÁCTEOS), Agua, Atún (PESCADO) 9.77%, Tomate, Huevo (HUEVO), Cebolla, Tomate, Pimiento, Aceite de Oliva, Queso Sin Lactosa (LÁCTEOS), Harina de maiz, Patata, Sal y Nuez Moscada",6.35,153.0,7.0,23.3,3.0,400.0,"HUEVO, LÁCTEOS, PESCADO, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Lasaña de Carne,"Leche (LÁCTEOS), Agua, Ternera 12.71%, Cerdo 12.71%, Tomate, Sémola de trigo 7% (GLUTEN), Cebolla, Aceite de Oliva, Zanahoria, Queso Sin Lactosa (LÁCTEOS), Harina de maiz, Vino, Sal, Ajo, Caldo de Carne, Nuez Moscada y Orégano",6.9,133.0,7.3,10.3,6.8,400.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,False,True,False,False,False
Lasaña de Jamón de York y Queso,"Jamón York 25.81%, Queso Sin Lactosa 17.77% (LÁCTEOS), leche Sin Lactosa (LÁCTEOS), Agua, Tomate, Sémola de trigo 7.29% (GLUTEN), Aceite de Oliva, Harina de maiz, Sal, Ajo, Orégano y Nuez Moscada",6.15,210.0,11.8,11.1,13.2,400.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,True,False,False,False,False
Macarrones con Atún,"Tomate, Sémola de trigo 18.09% (GLUTEN), Aceite de Oliva, Atún (PESCADO) 12.06%, Tomate, Cebolla, Pimiento, Sal, Ajo, Orégano, Albahaca y Pimienta",5.65,202.0,8.2,36.9,3.4,380.0,"GLUTEN, PESCADO",False,False,False,False,False,False,False,True,False,False,False,False
Macarrones con Chorizo,"Tomate, Sémola de trigo 22.90% (GLUTEN), Chorizo 14.75%, Cebolla, Pimiento, Aceite de Oliva, Sal y Orégano",5.25,195.0,4.9,15.4,12.9,380.0,GLUTEN,False,False,False,False,False,False,False,True,False,False,False,False
Ñoquis con Boloñesa de Chorizo Picante,"Patata 37.35%, Tomate, Chorizo, Ternera, Cerdo, Cebolla, Queso sin lactosa (LÁCTEOS), Vino, Apio (APIO), Harina de trigo (GLUTEN), Zanahoria, Aceite de Oliva, Sal, Ajo, Orégano, Pimienta Negra y Pimentón Picante",6.75,217.0,9.7,19.9,10.5,380.0,"GLUTEN, LÁCTEOS, APIO",False,False,False,False,False,False,False,False,True,False,False,False
Pollo a la Manzanilla con Bechamel y Espirales,"Pollo 49.57%, Sémola de trigo 16,44% (GLUTEN), leche Sin Lactosa (LÁCTEOS), Agua, Sal, Aceite de Oliva, Nuez Moscada, Harina de maiz, Setas, Vino, Salsa de soja (SOJA) y Azúcar",5.65,181.0,8.1,10.0,11.8,380.0,"SOJA, LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,False,True,False,False,False
Tallarines a la Puttanesca,"Tomate, Sémola de trigo 25.65%, Tomates, Anchoas (PESCADO), Aceitunas negras, Alcaparras, Aceite de Oliva, Ajo, Tabasco, Sal y Orégano",5.95,169.0,3.6,12.1,11.8,380.0,PESCADO,False,False,False,False,False,False,False,True,True,False,False,False
Tortellini de Queso con Salsa de Jamón,"Nata (LÁCTEOS), leche Sin Lactosa (LÁCTEOS), Sémola de trigo 24%(GLUTEN), Leche  (LÁCTEOS), Jamón 7.06%, Margarina, Sal, Pimienta Blanca, Roast Pork y Nuez Moscada",5.95,119.0,4.5,10.7,6.2,380.0,"LÁCTEOS, GLUTEN",False,False,False,False,False,False,False,False,False,False,False,False
Tortellini de Setas con Salsa a los 3 Quesos,"leche  Sin Lactosa(LÁCTEOS), Sémola de trigo 31.74% (GLUTEN), Nata (LÁCTEOS), Queso Roquefort 3.77% (LÁCTEOS), Queso 3.73% (LÁCTEOS), Queso Sin Lactosa 3.68% (LÁCTEOS), Aceite de Oliva, Ajo y Sal",6.45,143.0,5.4,15.9,2.5,380.0,"LÁCTEOS, GLUTEN",True,False,False,False,False,False,False,False,True,False,False,False
Wok de Ternera y Verduritas,"Ternera 47.56%, Salsa de Ostras (Agua, Azúcar, Extracto de Ostras (MOLUSCOS), Agua y Sal), Cebolla, Sémola de trigo 7.13% (GLUTEN), Pimiento, Zanahoria, Aceite de Oliva, Salsa de Soja (SOJA), Sal, Azúcar, Ajo, Sal, Roast Pork y Pimienta Negra",7.25,134.0,11.1,9.9,5.3,380.0,"SOJA, GLUTEN, MOLUSCOS",False,False,False,False,False,False,False,True,False,False,False,False
Yakisoba con Gambas,"Agua, Jarabe de Maíz de alta Fructosa, Melaza, Salsa de Soja (SOJA), Sal, Vinagre, Proteína de Soja Hidrolizada (SOJA), Pasta de Tomate, Almidón de Maíz Modificado, Colorante, Especias, Pasta de Cebolla, Extracto de Levadura, Pasta de Manzana, Espesante, Extracto de Seta Shiitake, Ajo, Extracto de Cebolla, Jugo de Dátil Concentrado) 22.59%, Fideos Chinos 17.62% (GLUTEN), Gambas 13.28% (CRUSTÁCEOS), Pimiento, Cebolla, Repollo, Zanahoria, Cola de Langostino (CRUSTÁCEOS) y Chocos (PESCADO)",6.7,142.0,5.0,16.2,6.6,350.0,"GLUTEN, CRUSTÁCEOS, SOJA, PESCADO",False,False,False,False,False,False,False,True,False,False,False,False
Yakisoba con Verduritas y Bacon,"Sémola de trigo 25.72% (GLUTEN), Salsa Yakisoba (Agua, Jarabe de Maíz de alta Fructosa, Melaza, Salsa de Soja (SOJA), Sal, Vinagre Destilado, Proteína de Soja Hidrolizada (SOJA), Pasta de Tomate, Almidón de Maíz Modificado, Colorante, Especias, Pasta de Cebolla, Extracto de Levadura, Pasta de Manzana, Espesante, Extracto de Seta Shiitake, Ajo, Jugo de Dátil Concentrado), Col 11.61%, Cebolla 11.02%, Bacon 11.02%, Zanahoria 7.50% y Pimiento 11,10%",6.7,202.0,4.1,17.8,12.9,350.0,"GLUTEN, SOJA",False,False,False,False,False,False,False,True,False,False,False,False
